Sl_No,GEMS_ID    W,STATE,DISTRICT,BLOCK,LOCATION,LONGITUDE,LATITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U_ppb_
1178,W190950073181001,Maharashtra,Thane,ULHASNAGAR,Katolwadi (Mulgaon),73.30277778,19.15138889,2022,7.64,546.4,0,250.2,28.4,17.9,1.3,,225,60.1,18.2,17,4.4,0.28,,,0
1179,W194040073004001,Maharashtra,Thane,VADA,Rinzadpada (Kanchad),73,19.67777778,2022,7.11,458.8,0,311.2,17.7,13.3,4.6,,250,60.1,24.3,15.3,1.8,0.33,,,0
1180,W192800072462201,Maharashtra,Thane,VASAI,Agashi,72.77277778,19.46666667,2022,7.35,580.4,0,262.4,21.3,28.9,5.9,,220,54.1,20.7,16.7,14.8,0.27,,,0
1181,W192530072470001,Maharashtra,Thane,VASAI,Bramhanwadi,72.78333333,19.425,2022,7.66,1011,0,573.6,31.9,13.1,7.4,,325,76.2,32.8,81.3,10.6,0.4,,,0
1182,W192245072473001,Maharashtra,Thane,VASAI,Giraj,72.79166667,19.37916667,2022,7.47,497.3,0,189.2,49.6,10.6,2.5,,165,36.1,18.2,33.3,6.2,0.37,,,0
1183,W194942072573001,Maharashtra,Thane,PALGHAR,Somata,72.95833333,19.82833333,2022,7.54,576.8,0,311.2,42.5,20.3,1.7,,260,52.1,31.6,26.2,1.4,0.38,,,0
1184,W191453073233601,Maharashtra,Thane,MURBAD,Pasheri,73.39333333,19.24805556,2022,7.48,226,0,122,7.1,1.8,1.8,,100,24,9.7,6.7,0.9,0.26,,,0
1185,W195813072473501,Maharashtra,Thane,DAHANU,Aashagadh,72.79305556,19.97027778,2022,7.53,861.9,0,256.3,117,23.3,8.9,,275,70.1,24.3,46,0.2,0.36,,,0
1186,W194629072530801,Maharashtra,Thane,PALGHAR,Belgaon,72.88555556,19.77472222,2022,7.12,524.4,0,183.1,49.6,25.1,11.8,,180,40.1,19.4,41.6,0.8,0.45,,,0
1187,W191012073055501,Maharashtra,Thane,KALYAN,Hetutane,73.08472222,19.17,2022,7.69,789.8,0,372.2,49.6,20.7,0.9,,340,70.1,40.1,24.8,4.6,0.34,,,0
1188,W191136073054201,Maharashtra,Thane,KALYAN,Pimpleshwar,73.08388889,19.19333333,2022,7.43,1332,0,244.1,322.6,31.2,1.8,,490,100.2,58.3,77.8,1.1,0.79,,,1
1189,W194637073022301,Maharashtra,Thane,TALASARI,Ambesari,73.03416667,19.77694444,2022,7.45,494.4,0,189.2,42.5,19.6,6,,200,56.1,14.6,17.6,0.7,0.45,,,0
1190,W191859073093201,Maharashtra,Thane,BHIWANDI,Amongaon,73.15055556,19.31638889,2022,7.74,1467,0,518.7,173.7,52.7,43.7,,420,94.2,45,99,54.7,0.32,,,2
1191,W192407073363201,Maharashtra,Thane,MURBAD,Shiroshi,73.60888889,19.40194444,2022,7.39,563.2,0,274.6,31.9,12.1,7.5,,230,50.1,25.5,15.7,24.7,0.3,,,0
1192,W192754073342501,Maharashtra,Thane,MURBAD,Pendharichapada,73.57361111,19.465,2022,7.49,372.6,0,183.1,14.2,8.9,3.2,,160,36.1,17,9.8,0.5,0.27,,,0
1193,W193520073230401,Maharashtra,Thane,SHAHAPUR,Khardi,73.38444444,19.58888889,2022,7.63,789.5,0,323.4,81.5,20.5,3.8,,240,52.1,26.7,57.7,12,0.28,,,0
1194,W194232073134101,Maharashtra,Thane,VADA,Dhawarpada,73.22805556,19.70888889,2022,7.18,251.4,0,134.2,3.5,3.1,4.8,,100,24,9.7,7,1.4,0.26,,,0
1195,W192545072521101,Maharashtra,Thane,VASAI,Vazai Phata,72.86972222,19.42916667,2022,7.66,867.8,0,305.1,99.3,35.9,0.3,,290,60.1,34,56.2,0.8,0.28,,,0
1196,W192746072562101,Maharashtra,Thane,VASAI,Parol,72.93916667,19.46277778,2022,7.63,584.7,0,225.8,56.7,14.9,1.6,,250,60.1,24.3,18.6,1.2,0.46,,,0
1197,W192916073013101,Maharashtra,Thane,BHIWANDI,Vajeshwari,73.01694444,19.48777778,2022,7.44,370.3,0,170.9,24.8,21.4,1.5,,175,40.1,18.2,12.3,0.2,0.35,,,0
1198,W194840073223201,Maharashtra,Thane,PALGHAR,Devbandh,73.37555556,19.81111111,2022,7.75,309,0,134.2,14.2,3.4,0.5,,125,30.1,12.2,9.1,0.8,0.29,,,0
1199,W195246073232401,Maharashtra,Thane,PALGHAR,Pulachi Vadi,73.39,19.87944444,2022,7.49,142.1,0,73.2,14.2,6.9,0,,70,16,7.3,5.5,0.4,0.27,,,0
1200,W193653072440101,Maharashtra,Thane,PALGHAR,Kelva Beach,72.73361111,19.61472222,2022,7.79,853.3,0,366.1,49.6,34.1,12.2,,275,66.1,26.7,50.2,7,0.31,,,1
1201,W191649072471101,Maharashtra,Thane,VASAI,Uttan,72.78638889,19.28027778,2022,7.8,1223,0,476,120.5,52.6,3.4,,320,70.1,35.2,118.3,4.4,0.83,,,1
1202,W203700078430001,Maharashtra,Wardha,WARDHA,Sonegaon,78.71666667,20.61666667,2022,7.15,1385,0,274.6,202.1,143.3,80.2,,650,160.3,60.8,18,0.9,0.35,,,2
1203,W203300078490001,Maharashtra,Wardha,HINGANGHAT,Hinganghat,78.81666667,20.55,2022,7.34,901.5,0,262.4,81.5,79.2,56.1,,350,70.1,42.5,48.8,1.1,0.16,,,1
1204,W204300078340001,Maharashtra,Wardha,WARDHA,Sawangi,78.56666667,20.71666667,2022,7.31,809.5,0,256.3,78,67.9,15.3,,330,66.1,40.1,30.5,0.6,0.3,,,1
1205,W203930079070001,Maharashtra,Wardha,SAMUDRAPUR,Girad,79.11666667,20.65833333,2022,7.7,818.3,0,329.5,49.6,51.6,28.7,,295,52.1,40.1,47.5,3.5,0.1,,,0
1206,W211830078143001,Maharashtra,Wardha,ASHTI,Sahur,78.24166667,21.30833333,2022,7.69,1513,0,512.6,74.4,62.8,203.9,,650,30.1,139.7,45.8,1.8,0.76,,,3
1207,W205500078290001,Maharashtra,Wardha,ARVI,Kharangana,78.48333333,20.91666667,2022,7.77,1124,0,463.8,67.4,40.9,62.7,,450,32.1,89.9,50.6,1.7,0.19,,,2
1208,W211000078260001,Maharashtra,Wardha,KARANJA,Nagalwadi,78.43333333,21.16666667,2022,7.51,634.8,0,268.5,14.2,28,64.6,,260,24,48.6,23,0.4,0.22,,,0
1209,W202800078470001,Maharashtra,Wardha,HINGANGHAT,Daroda,78.78333333,20.46666667,2022,7.49,770.7,0,317.3,60.3,34.6,18.7,,290,28.1,53.5,46.8,2,0.34,,,1
1210,W211200078110001,Maharashtra,Wardha,ASHTI,Ashti,78.18333333,21.2,2022,7.76,876.7,0,384.4,42.5,33.7,40.4,,300,68.1,31.6,32.5,47.2,0.06,,,0
1211,W205100078310001,Maharashtra,Wardha,WARDHA,Anji,78.51666667,20.85,2022,7.8,1869,0,640.7,170.2,95.4,87.1,,530,20,116.6,171.7,2.7,0.26,,,2
1212,W203900078280001,Maharashtra,Wardha,DEOLI,Deoli,78.46666667,20.65,2022,7.58,737.7,0,152.6,138.3,32.6,32.5,,260,22,49.8,48.5,0.8,0.91,,,0
1213,W204400078270001,Maharashtra,Wardha,WARDHA,Dahegaon,78.45,20.73333333,2022,7.8,781.6,0,311.2,60.3,27.6,24.2,,290,8,65.6,44.8,3.4,1.23,,,2
1214,W203918078463001,Maharashtra,Wardha,HINGANGHAT,Madni (New),78.775,20.655,2022,7.52,789.7,0,244.1,56.7,60.6,78.7,,330,22,66.8,33.9,0.6,0.13,,,0
1215,W204415078553201,Maharashtra,Wardha,SAMUDRAPUR,Khandali,78.92555556,20.7375,2022,7.84,3267,0,713.9,386.4,439,84.2,,1075,32.1,241.8,249.7,4.7,0.11,,,10
1216,W203820078575001,Maharashtra,Wardha,SAMUDRAPUR,Samudrapur,78.96388889,20.63888889,2022,7.78,1355,0,476,141.8,86,16.9,,525,16,117.9,64.9,1.5,0.22,,,1
1217,W204550078312501,Maharashtra,Wardha,WARDHA,Tigaon,78.52361111,20.76388889,2022,7.61,907.6,0,353.9,49.6,37.9,75.4,,320,22,64.4,45.2,28.3,0.74,,,1
1218,W203930078340001,Maharashtra,Wardha,WARDHA,Vadad,78.56666667,20.65833333,2022,7.79,830.7,0,341.7,56.7,30.2,34.6,,265,24,49.8,47.4,31.4,0.15,,,1
1219,W204516078290701,Maharashtra,Wardha,WARDHA,Dahigaon,78.48527778,20.75444444,2022,7.76,964.2,0,311.2,85.1,43.4,80.2,,380,8,87.5,45.5,1.4,1.18,,,3
1220,W210705078220801,Maharashtra,Wardha,KARANJA,Junapani,78.36888889,21.11805556,2022,7.45,695.7,0,256.3,56.7,41,21.6,,245,48.1,30.4,48.6,3.5,0.06,,,0
1221,W203256078413901,Maharashtra,Wardha,HINGANGHAT,Alipur,78.69416667,20.54888889,2022,7.86,1093,0,445.4,70.9,52,55.3,,290,18,59.5,115.5,3,1.08,,,0
1222,W203256078350601,Maharashtra,Wardha,DEOLI,Giroli,78.585,20.54888889,2022,7.66,1618,0,439.3,109.9,177.2,114.2,,460,30.1,93.6,83.2,97.5,0.08,,,2
1223,W202320078440701,Maharashtra,Wardha,HINGANGHAT,Pipri,78.73527778,20.38888889,2022,7.96,1126,0,372.2,102.8,39.3,88.2,,320,16,68,99,21.7,0.22,,,1
1224,W203754079032801,Maharashtra,Wardha,SAMUDRAPUR,Dhondgaon,79.05777778,20.63166667,2022,7.44,935.4,0,372.2,49.6,39.7,70.9,,235,14,48.6,104.2,1.5,0.56,,,1
1225,W203246079062301,Maharashtra,Wardha,SAMUDRAPUR,Sakhra,79.10083333,20.54611111,2022,7.59,779,0,170.9,92.2,65.3,79.9,,320,20,65.6,29.2,0.5,0.11,,,1
1226,W205430078430001,Maharashtra,Wardha,SELOO,Hingni,78.71666667,20.90833333,2022,7.66,1445,0,506.5,120.5,78.3,84.8,,440,24,92.3,94.1,50,0.16,,,1
1227,W203900078554501,Maharashtra,Wardha,SAMUDRAPUR,Ajda,78.92916667,20.65,2022,7.9,660.5,0,305.1,24.8,35.4,28.3,,275,42.1,41.3,23.9,1,0.18,,,1
1228,W203418078241301,Maharashtra,Wardha,DEOLI,Bhidi,78.40361111,20.57166667,2022,7.37,1219,0,476,49.6,88.9,64,,435,50.1,75.3,80.7,2,0.88,,,2
1229,W204850078352501,Maharashtra,Wardha,SELOO,Yelakeli,78.59027778,20.81388889,2022,7.54,1565,0,652.9,109.9,55.8,88.1,,600,24,131.2,89.2,0.5,0.44,,,0
1230,W211600078140001,Maharashtra,Wardha,ASHTI,Dhadi,78.23333333,21.26666667,2022,7.52,1049,0,201.4,148.9,40.2,135.5,,450,36.1,87.5,34.4,3,0.71,,,2
1231,W203100079023001,Maharashtra,Wardha,SAMUDRAPUR,Wasi,79.03333333,20.51666667,2022,7.42,1266,0,353.9,138.3,77.4,87.8,,475,30.1,97.2,58.3,0.7,0.13,,,2
1232,W204130078245801,Maharashtra,Wardha,WARDHA,Muradgaon (Balsare)1,78.41611111,20.69166667,2022,7.45,1777,0,537,156,76.8,190.6,,510,14,115.4,131.1,75.8,0.83,,,3
1233,W204226078434301,Maharashtra,Wardha,WARDHA,Karanji Kaji,78.72861111,20.70722222,2022,7.43,826.4,0,250.2,67.4,63.3,64.9,,350,44.1,58.3,24.6,3.3,0.07,,,2
1234,W204341078394501,Maharashtra,Wardha,WARDHA,Sewagram,78.6625,20.72805556,2022,7.32,1032,0,256.3,148.9,70.4,37.8,,430,46.1,76.5,33.5,0.5,0.06,,,0
1235,W205141078345601,Maharashtra,Wardha,SELOO,Jamni,78.58222222,20.86138889,2022,7.79,1101,0,262.4,120.5,79.3,84.8,,445,72.1,64.4,36,0.3,0.06,,,1
1236,W205003078293901,Maharashtra,Wardha,SELOO,Mandwa,78.49416667,20.83416667,2022,7.81,554.3,0,274.6,21.3,20.3,28.1,,225,12,47.4,31.9,0.5,0.63,,,1
1237,W205715078273901,Maharashtra,Wardha,ARVI,Mahakali,78.46083333,20.95416667,2022,7.53,515.9,0,305.1,7.1,15.5,4.3,,210,16,41.3,27.7,1.6,0.2,,,0
1238,W205741078220601,Maharashtra,Wardha,ARVI,Pimpalkhuta,78.36833333,20.96138889,2022,7.41,728.5,0,244.1,49.6,49.8,38.3,,255,20,49.8,39.8,0.8,0.07,,,0
1239,W210925078282301,Maharashtra,Wardha,KARANJA,Thanegaon-1,78.47305556,21.15055556,2022,7.52,839.2,0,274.6,63.8,60.9,55.4,,285,28.1,52.2,53,9.1,0.1,,,1
